lhx,lhy,lhz,rhx,rhy,rhz,hx,hy,hz,sx,sy,sz,lwx,lwy,lwz,rwx,rwy,rwz,timestamp,phase
2.287678,4.711127,2.226552,2.994055,4.464313,2.287253,2.373635,0.8685473,2.406962,2.48705,3.47675,2.430243,1.946558,4.519551,2.247933,3.224442,4.237915,2.333757,4134469,Rest
2.287676,4.711183,2.226562,2.993737,4.464233,2.287362,2.373502,0.8686283,2.406994,2.486847,3.476661,2.430296,1.946477,4.519677,2.247939,3.224355,4.237834,2.333824,4134501,Rest
2.287688,4.711247,2.226575,2.993438,4.464146,2.287472,2.373369,0.8687079,2.407027,2.486685,3.47656,2.430351,1.946404,4.519819,2.247944,3.224269,4.237745,2.333894,4134537,Rest
2.287693,4.711304,2.226588,2.993355,4.463484,2.287634,2.373212,0.8687562,2.407066,2.486516,3.476461,2.430404,1.946334,4.51993,2.247949,3.224345,4.236684,2.334085,4134569,Rest
2.287505,4.711247,2.226628,2.993353,4.462631,2.287822,2.373061,0.8687952,2.407109,2.48638,3.476376,2.430454,1.945997,4.519935,2.247983,3.224512,4.235344,2.334303,4134602,Rest
2.287458,4.711245,2.226652,2.993442,4.462088,2.287911,2.372903,0.8688298,2.407155,2.48626,3.476295,2.430503,1.945856,4.519983,2.247996,3.224893,4.233641,2.334505,4134635,Rest
2.287977,4.711543,2.226659,2.993612,4.461563,2.288009,2.372754,0.8688727,2.407201,2.486151,3.476217,2.430552,1.946158,4.520308,2.247951,3.22522,4.232685,2.334615,4134666,Rest
2.288262,4.71178,2.22668,2.993818,4.460682,2.288154,2.372601,0.8689123,2.407244,2.486062,3.476126,2.430603,1.946282,4.520533,2.24793,3.225414,4.231986,2.334692,4134701,Rest
2.288561,4.712016,2.226703,2.993856,4.460526,2.288177,2.372455,0.8689892,2.407284,2.485969,3.476053,2.430648,1.946411,4.520771,2.247909,3.22553,4.231818,2.334702,4134736,Rest
2.288871,4.712272,2.226739,2.993917,4.460124,2.288242,2.372308,0.8690658,2.407325,2.485875,3.475942,2.430695,1.946526,4.521012,2.24789,3.225647,4.23146,2.334735,4134765,Rest
2.288859,4.712359,2.226788,2.994053,4.459553,2.288344,2.372153,0.8691931,2.407371,2.485711,3.47588,2.430733,1.94644,4.521095,2.247902,3.225994,4.230521,2.334843,4134800,Rest
2.28893,4.712439,2.226826,2.99418,4.459495,2.288373,2.372008,0.8693111,2.407415,2.485581,3.475803,2.430773,1.946399,4.521233,2.247914,3.226194,4.230205,2.334873,4134830,Rest
2.288992,4.712492,2.226859,2.994128,4.459399,2.28839,2.371869,0.8694318,2.407455,2.48547,3.47571,2.430813,1.946349,4.521374,2.247929,3.226124,4.229784,2.334889,4134865,Rest
2.289048,4.712549,2.22689,2.994118,4.459398,2.288394,2.371726,0.8695427,2.407501,2.485363,3.475612,2.430855,1.9463,4.521513,2.247944,3.22607,4.229555,2.33489,4134894,Rest
2.289113,4.712611,2.226925,2.994062,4.459386,2.288409,2.371569,0.8696568,2.407547,2.48524,3.475523,2.430892,1.946254,4.521655,2.247958,3.226005,4.229364,2.3349,4134932,Rest
2.289093,4.712626,2.226969,2.994028,4.45932,2.288434,2.371416,0.8697689,2.407593,2.485102,3.475426,2.430926,1.946092,4.521812,2.247998,3.225982,4.229027,2.334922,4134962,Rest
2.289205,4.712703,2.227004,2.994037,4.459251,2.288464,2.371264,0.8698693,2.407638,2.484985,3.475332,2.43096,1.946087,4.521983,2.248017,3.225989,4.228637,2.334951,4134995,Rest
2.288797,4.71253,2.227114,2.994017,4.459171,2.288518,2.371136,0.8699331,2.407682,2.484894,3.475211,2.430997,1.945436,4.521989,2.248147,3.225977,4.228295,2.335004,4135029,Rest
2.288675,4.712498,2.227179,2.993968,4.459101,2.288582,2.371031,0.869993,2.407722,2.484807,3.475091,2.431033,1.945169,4.522076,2.24821,3.225945,4.228127,2.335037,4135065,Rest
2.288785,4.712585,2.227219,2.993914,4.459057,2.288646,2.370935,0.8700445,2.407761,2.484728,3.474975,2.431067,1.94517,4.522247,2.248236,3.225877,4.22785,2.335106,4135094,Rest
2.288935,4.712711,2.227264,2.993873,4.458993,2.288725,2.370876,0.8700645,2.407798,2.484646,3.474853,2.431102,1.94519,4.522546,2.248278,3.225822,4.227543,2.335192,4135132,Rest
2.289166,4.71287,2.227309,2.993777,4.458915,2.288786,2.370861,0.8700669,2.407836,2.484578,3.474729,2.431136,1.945283,4.522792,2.248307,3.225705,4.227219,2.335258,4135162,Rest
2.289191,4.712824,2.227369,2.993681,4.458845,2.28884,2.370901,0.8699998,2.407887,2.484498,3.474599,2.431167,1.945213,4.522833,2.248357,3.22558,4.226898,2.335314,4135201,Rest
